SBD,Toan,Van,Ly,Hoa,Sinh,KHTN,Su,Dia,GDCD,KHXH,Anh
52005902,8,7,7,7.5,6.75,,,,,,8.8
52005903,6,6.58,,,,,3.25,6.5,10,,5.2
52005904,3.6,5.25,,,,,2.75,,,,
52005905,6.4,6,6.5,6.5,4.75,,,,,,6.2
52005906,8.2,7,8.25,8.25,5.5,,,,,,6.6
52005907,4.8,6.75,,,,,3.25,6.5,8,,3.8
52005908,7.2,6,6.25,5.25,5.75,,,,,,9.2
52005909,7.6,8.5,7.25,8.25,7.5,,,,,,8.2
52005910,8.4,7.5,7.25,8,4.25,,,,,,6
52005911,6.8,6,7.25,6.25,4.75,,,,,,4.8
52005912,8.4,7,7,7.75,6,,,,,,6.4
52005913,8.4,7.5,5.75,8.25,7.25,,,,,,8.2
52005914,7.4,7.75,5.75,8.25,5.25,,,,,,7.4
52005915,7.8,7.25,7,4.25,6.75,,,,,,7.6
52005916,8.4,7,7.25,6.5,5.5,,,,,,5.2
52005917,5.8,6.5,,,,,5.75,6.75,9.25,,3.4
52005918,7,6.25,,,,,5.25,8,9.5,,4.4
52005919,8.2,6,6.75,8.75,5.75,,,,,,5
52005920,4.6,6,4.5,3.25,4.25,,,,,,3
52005921,7,6,4.25,6.5,4.25,,,,,,5.4
52005922,7.2,6.75,,,,,6.25,8.75,9.75,,4.6
52005923,8,6.5,6.25,3.75,6,,,,,,5.2
52005924,8,6.5,6.5,8.25,8,,,,,,6.6
52005925,6.6,6.25,5.25,6.25,4.75,,,,,,5.8
52005926,5.6,7.75,,,,,3.75,7.75,9,,4.8
52005927,5.6,6,,,,,4.25,7.25,8.25,,4.6
52005928,7.8,6.5,5.75,4.75,5.5,,,,,,4.4
52005929,7,6.5,7,6.25,6,,,,,,3.6
52005930,7.6,7.25,6,7.75,4.75,,,,,,5.8
52005931,7.4,7.25,6.5,7.75,7.5,,,,,,7
52005932,8,7.5,6.75,7,6.25,,,,,,5.2
52005933,7.4,5.75,6.25,7.5,7.5,,,,,,6.4
52005934,5.4,6,,,,,5.75,7.75,9.25,,3
52005935,7.2,7,7,7.75,4.75,,,,,,7.2
52005936,7.4,6.25,6.5,7.25,6.25,,,,,,7
52005937,8,7,6.75,6.5,6,,,,,,9.2
52005938,6.2,6.5,4.5,5.75,5,,,,,,4.2
52005939,6.2,6,,,,,3.5,5.75,6.25,,4
52005940,7.8,7.25,7.25,7.75,5.25,,,,,,7
52005941,,6.25,,,,,6.25,8.75,,,
52005942,4,5.25,,,,,6.5,7.75,9.5,,5.8
52005943,9.2,5,8,8,6.25,,,,,,9
52005944,7.4,6.75,8,7.25,6.25,,,,,,8.4
52005945,6.2,7.5,,,,,6,8.5,9.25,,3.8
52005946,8.6,7.25,7,8.5,8,,,,,,8.4
52005947,7,6.5,6,4.75,3.75,,,,,,3.4
52005948,6.8,5.5,6.25,5.5,3.75,,,,,,3
52005949,8.6,6.75,7.75,8.25,6.25,,,,,,7.8
52005950,7.2,6.5,6.5,6.5,5,,,,,,4.2
52005951,7.8,7.5,,,,,6.75,9.75,9.75,,8
52005952,4.6,6.25,,,,,4.25,8,8,,2
52005953,7.2,2.75,,,,,6.25,7.25,9.25,,4.8
52005954,6.6,4,,,,,4,6,7.75,,2.2
52005955,6.6,6.25,,,,,3.5,7.75,9.5,,5
52005956,6.2,7,,,,,6.75,8,9.75,,7.6
52005957,8.4,6,8.25,7,6.25,,,,,,8.8
52005958,7.4,7,6,6,5.5,,,,,,6
52005959,6.6,6,7.25,7,5.5,,,,,,8.2
52005960,6.6,7.5,,,,,6,8.25,9.75,,5.2
52005961,9,8.5,7.75,8.25,6.75,,,,,,9.4
52005962,8,7,5.5,7.5,6,,,,,,7.8
52005963,6.2,5.75,,,,,4.75,8,9.75,,3.8
52005964,8.4,7.25,7.5,7.5,5,,,,,,8
52005965,7.8,8,7,7.5,5.75,,,,,,8.6
52005966,7.2,7.25,,,,,6.25,8.75,10,,7.8
52005967,8.2,6.5,5.5,5.5,5.75,,,,,,5.8
52005968,8.2,7,6.75,7,5,,,,,,4.6
52005969,5,6,,,,,3.25,7.25,7.5,,4
52005970,7.2,6.75,6.5,7.25,6,,,,,,8.4
52005971,8.4,7.75,6,6.75,6.75,,,,,,7.8
52005972,7.4,6.75,7,6.75,5.5,,,,,,6.8
52005973,8.6,5.5,8,5.75,4.5,,,,,,8.8
52005974,6,4,6,5.25,3.25,,,,,,3.6
52005975,7.2,6.5,,,,,5.5,6.5,9.25,,5.4
52005976,6.4,7.75,5.5,4.5,5.75,,,,,,3.8
52005977,4.8,5.75,5,4.75,4.75,,,,,,2.4
52005978,9.4,6.5,6.25,8,8.5,,,,,,8.2
52005979,7.2,8.25,6.75,5.75,5.25,,,,,,8.4
52005980,7.4,6,5.5,4.5,6,,,,,,9.4
52005981,8.8,7.75,7.25,8.5,9.75,,,,,,9
52005982,7.8,7,7.25,5.25,6.25,,,,,,5.2
52005983,4.6,7,,,,,4.75,7.5,9.25,,3.4
52005984,7.2,7.5,7.25,7.25,4.75,,,,,,6.8
52005985,6.6,7.25,,,,,5.5,7.25,9.25,,5.2
52005986,7.2,8.25,,,,,8.25,8.5,10,,9.2
52005987,7.8,7,8.5,8.25,6.75,,,,,,9.2
52005988,7.8,7.5,7,7,5.5,,,,,,7.6
52005989,7,7.75,7.75,7.25,6,,,,,,8.4
52005990,8.4,6.75,7.25,8,7,,,,,,7.2
52005991,7.6,6,5.75,7.25,4.5,,,,,,3
52005992,7.8,5.5,6.75,7,6.5,,,,,,6
52005993,8,5.5,7.25,7.75,6.5,,,,,,5
52005994,7,6.25,,,,,8.25,9,10,,4.8
52005995,4.8,5.75,,,,,3.5,7,8.5,,2.6
52005996,6.4,4,,,,,6,8.25,8.75,,3.6
52005997,8,7,5.75,6.5,5,,,,,,6.4
52005998,7,,6.25,4.75,,,,,,,
52005999,8.2,5.75,8.75,8.25,6.25,,,,,,8
52006000,8.2,8,6.5,7,7.75,,,,,,8.8
52006001,7.4,5.5,6,7.25,6.25,,,,,,8.4
52006002,5.4,8,,,,,6,8.25,9.75,,5.4
52006003,8,7.5,7,6,5.5,,,,,,9.2
52006004,6.6,7.75,,,,,8,9,9.5,,7.2
52006005,8,7.25,7.5,8.75,5.25,,,,,,7.4
52006006,7.6,6.75,4.5,6,5.25,,,,,,2.4
52006007,7.8,7,5.25,5.5,6,,,,,,3.6
52006008,8.6,8.25,8.25,7,6.25,,,,,,8.4
52006009,8.6,7.5,7,6.5,5.5,,,,,,8.8
52006010,8.2,5.75,7.25,7.5,5.25,,,,,,5.2
52006011,8,6.5,5.75,7.5,5.75,,,,,,7.8
52006012,5.2,5.75,4.75,5.75,4.5,,,,,,2.2
52006013,6.4,5,,,,,5.75,7.25,8.25,,4.4
52006014,4.2,4.5,,,,,4.75,6.25,7.25,,3.2
52006015,6.8,4.75,5.75,3.75,3.75,,,,,,4.2
52006016,7.6,5.75,,,,,7,8,9.5,,4.8
52006017,6.8,6.5,6.25,7.25,5,,,,,,7.2
52006018,7.6,7,5.5,6.25,4.25,,,,,,5.2
52006019,3.2,5.25,,,,,2.5,,,,
52006020,7.8,7.5,7.5,7.25,8,,,,,,9.4
52006021,7.2,5.75,5.75,7.5,5.75,,,,,,6.2
52006022,7.6,7.5,,,,,8,10,10,,9.2
52006023,5.8,7.25,,,,,3.75,7,9,,5.8
52006024,7.2,6.5,5.5,7.5,5.25,,,,,,8
52006025,8.4,7,6.75,8,6.25,,,,,,6.8
52006026,5,4,,,,,2.25,5.25,8.75,,3.8
52006027,7.8,5.25,8.25,6.25,6,,,,,,9.2
52006028,7.2,6.5,6.75,6.5,5.5,,,,,,7.2
52006029,6.6,5.25,,,,,3,7,9,,4.4
52006030,4,5.75,,,,,4,5.5,7,,5
52006031,7,6.5,3.75,4.25,5.25,,,,,,7.8
52006032,7,6.5,,,,,5.5,7.25,9.5,,3.2
52006033,3,6.5,,,,,4,6.75,8,,2.8
52006034,7.4,6.25,6.5,6.25,6.25,,,,,,3.4
52006035,3.6,6,,,,,2.75,7,8.25,,5
52006036,5.4,5,4.75,5,5,,,,,,3.2
52006037,8.2,6.5,6,5.75,6.5,,,,,,5.8
52006038,8.6,7.5,5.5,8.25,4.25,,,,,,5.4
52006039,8,6.75,7.5,8,5.75,,,,,,5.4
52006040,7.6,8.25,,,,,8.75,7.75,10,,6
52006041,5.8,6.75,,,,,2.75,7,8.75,,4.8
52006042,6.6,7.75,6.25,4.25,6,,,,,,9.6
52006043,6.6,7.5,6.25,5.75,5,,,,,,8.2
52006044,7,6,6,6.25,5.25,,,,,,3.6
52006045,8.2,8,6.75,7.5,5.75,,,,,,9.4
52006046,7.4,7.25,6.5,7.75,5.75,,,,,,7.2
52006047,6.4,6.5,5.25,5.25,3.5,,,,,,4.4
52006048,9,8.75,6.25,7,6.75,,,,,,7
52006049,5.4,5,,,,,3,7.25,8,,2.8
52006050,8.2,8.25,,,,,,,,,9.2
52006051,5.6,6.75,4.25,6.5,6,,,,,,6
52006052,3.6,4.75,,,,,3.75,6.75,8.75,,3.6
52006053,8.2,8,5.75,8.5,5.75,,,,,,6
52006054,6.6,5,,,,,2.75,6.5,9.25,,4.8
52006055,8,6.75,6.75,8.25,6,,,,,,8.2
52006056,8,5,7.25,8,6.75,,,,,,8.6
52006057,7,7.25,,,,,6.25,8,9.75,,6
52006058,6.6,5.25,,,,,5,7.75,9.75,,4.6
52006059,7.8,7,6.75,6.5,3.75,,,,,,3.6
52006060,7.4,6.25,5,6.5,3.25,,,,,,5.4
52006061,6.6,6.25,5,4.75,5,,,,,,2.8
52006062,7.8,7,6.5,8,6,,,,,,6.8
52006063,8.2,7.5,7.25,6.25,5.25,,,,,,7.4
52006064,7.6,7.75,,,,,7,8.25,10,,5.2
52006065,8,7.75,7,7.5,5,,,,,,6.6
52006066,7.6,6.25,6.5,7.5,7.75,,,,,,7
52006067,7.2,5,5.75,6,6.25,,,,,,5.2
52006068,6.8,5.75,6.5,6,5.75,,,,,,3.8
52006069,8.2,6.75,6.75,5.25,6.25,,,,,,4.2
52006070,8.2,7.25,6.75,8.75,4.75,,,,,,4.4
52006071,8.4,7.25,7,8,6.5,,,,,,7.8
52006072,5,7.25,4.5,5.5,3.5,,,,,,3.2
52006073,8.8,8.75,,,,,8.75,9.25,9.5,,7.8
52006074,7,7.25,6,5.75,5,,,,,,4.4
52006075,7.4,7.25,6.25,5.25,4.5,,,,,,5.2
52006076,5.4,4.5,,,,,5.25,8.25,8.75,,2.8
52006077,7.4,6.25,7,6.75,5,,,,,,6
52006078,7.2,6.5,5.5,5.75,4,,,,,,4.2
52006079,4.6,5.5,3.5,4.5,6,,,,,,2.2
52006080,7.2,8.75,,,,,8.25,8.5,9.75,,4.8
52006081,7.8,7.75,6,6,6.25,,,,,,5
52006082,7.8,7.25,6.25,7.5,6.5,,,,,,9.4
52006084,8.2,8,8,7.25,6,,,,,,8.2
52006085,7.4,7.25,,,,,6.25,7.5,9.75,,3.8
52006086,7.2,5.25,7.25,7,5.25,,,,,,6.6
52006087,8.2,6.75,5.25,5,5.5,,,,,,4
52006088,8.8,7.25,8,7.75,8,,,,,,8.4
52006089,6,6.75,,,,,7,8.75,9.25,,2.6
52006090,7.8,8,7.25,8.25,9.25,,,,,,8.8
52006091,7,6.5,4.75,4.5,4.75,,,,,,5.8
52006092,7.8,7.5,7.25,8.25,5.5,,,,,,7.6
52006093,8,8,5.25,7,6.75,,,,,,5.2
52006094,8.6,8,7,8.75,6.25,,,,,,6.8
52006095,5.6,6.75,,,,,3.25,6.5,6.75,,3.4
52006096,8,6,4,7.5,5.5,,,,,,5.8
52006097,4.2,4,,,,,4.5,,,,
52006098,6.6,6,,,,,3.5,7.25,7.75,,3
52006099,6.2,5.5,5.25,5,4.5,,,,,,2.8
52006100,7.6,5.25,5.75,6.25,7.25,,,,,,4.6
52006101,5.6,6.5,,,,,2.75,6,8.75,,3.6
52006102,5.2,6,,,,,5.5,7.75,9.25,,2.8
52006103,5.8,7.25,6.5,6,5.25,,,,,,3
52006104,8.6,6.5,8.25,7.75,5.75,,,,,,7.6
52006105,7,6.25,,,,,7,8.25,8.75,,4.2
52006106,8.8,5.75,7,7.75,5.25,,,,,,9
52006107,8.2,5.75,5.5,7,6.5,,,,,,8.6
52006108,8,6.25,7,7.25,7,,,,,,4.2
52006109,7,5.5,,,,,7,8,8.75,,3
52006110,8.6,7.5,6.75,5.75,7.5,,,,,,6
52006111,4.6,7.25,4.25,4.5,5.5,,,,,,3
52006112,7.2,8.25,5,5.75,6.5,,,,,,3
52006113,7.8,6,7.5,6.75,5.25,,,,,,5.8
52006114,7.4,7.5,,,,,6.25,6.25,9.25,,5.2
52006115,7.4,7.5,8,7,6,,,,,,6
52006116,5.6,7.25,,,,,6.75,6.5,8.5,,4.2
52006117,7,5.25,7.5,7.25,5.25,,,,,,7.8
52006118,7,5.75,,,,,6.25,7,9.75,,5
52006119,6.6,6.5,5.5,4.5,3.75,,,,,,5.2
52006120,5,7.25,,,,,4.75,7.5,9.25,,4.8
52006121,5.2,6.25,,,,,3.5,5.75,9,,4
52006122,5.8,8,,,,,6,8.25,9.5,,6.2
52006123,7.2,6.75,6,7,4.75,,,,,,5.8
52006124,5.4,8,6.25,4.75,5.5,,,,,,7.8
52006125,7,6,,,,,4.25,7,8,,2.8
52006126,5.2,6.75,,,,,3.25,6.25,8,,3.6
52006127,5,7.75,,,,,5,7.75,9.25,,4.2
52006128,3.4,7.5,,,,,3.5,6.25,9,,3.6
52006129,8.6,7.5,7.75,7.25,6.25,,,,,,9.2
52006130,5.2,6.5,,,,,4,6.5,8.75,,3.8
52006131,8,6.75,6,8.25,5,,,,,,4.8
52006132,7.8,7.25,7.5,8.75,4.75,,,,,,7.8
52006133,8.4,6.25,7.25,7.25,5,,,,,,5.8
52006134,6.4,5.75,,,,,8.75,8.75,9.5,,4
52006135,7.2,6.75,5,5,4,,,,,,1.8
52006136,7.8,8.25,5.75,7,6.75,,,,,,4.8
52006137,7.4,7.75,7,7.75,7.25,,,,,,9.2
52006138,4.2,6.75,,,,,3.25,6,8.75,,5
52006139,6.8,7.25,6.25,7,4.5,,,,,,4.8
52006140,5.6,4.5,4.25,3,3.5,,,,,,3
52006141,7.2,6.75,7,3.75,5.5,,,,,,3.2
52006142,9.4,6.25,8.25,9,5.75,,,,,,7.4
52006143,5.4,6.5,6.25,5.25,4.5,,,,,,4.6
52006144,8.2,9,7.5,9.5,6,,,,,,9.6
52006145,7.4,7.5,,,,,5,8,9.5,,6.8
52006146,7.6,7.5,5.75,8.25,6,,,,,,7.4
52006147,7.8,7.5,7.25,7.75,4.25,,,,,,5.2
52006148,7.2,7.25,7,8,6.25,,,,,,8
52006149,7.4,7.25,6,6.75,4.5,,,,,,6.6
52006150,6.2,8.5,,,,,6.75,8.75,8.75,,6
52006151,6.2,6.5,,,,,3.75,8,9.75,,2.8
52006152,7.8,7.75,8.25,7,4.75,,,,,,8
52006153,7.6,8,6.25,5.5,5.5,,,,,,5.4
52006154,7,6.5,6,5,5.25,,,,,,3.4
52006155,7.6,6,7,5.25,6.25,,,,,,8.4
52006156,7,8,5.25,6.5,6,,,,,,5.8
52006157,7.8,7.5,6,6.75,6,,,,,,5.4
52006158,5.8,7.5,,,,,4.5,6.25,10,,3.2
52006159,8.2,8.5,7.75,7.75,6,,,,,,7.4
52006160,9,8.25,8,7.75,5.25,,,,,,9.2
52006161,8.4,7,6.75,7.5,8,,,,,,7.6
52006162,4.2,6.25,,,,,5.25,6.5,9,,5.4
52006163,7.8,7.5,7.5,7.75,4.75,,,,,,6.6
52006164,6.4,8,,,,,7.25,8.25,10,,4.6
52006165,6.4,7,,,,,3.75,5.25,8.5,,4
52006166,7.2,6,6.25,6,5,,,,,,3.8
52006167,8.6,8.5,,,,,8.25,8.25,10,,8.4
52006168,8.6,8.25,7.25,8,5.75,,,,,,8
52006169,8,7.75,6.75,6.5,5.75,,,,,,6.6
52006170,7.8,7,6,7.5,5.75,,,,,,7.6
52006171,7.6,7.75,5.75,5.75,5.5,,,,,,9.2
52006172,7.8,8.5,5.75,5,5.5,,,,,,8.6
52006173,6.6,7.75,,,,,6,8.75,9.75,,4
52006174,6,7.25,,,,,7.5,7.75,9.5,,8
52006175,7,8.25,,,,,3.25,5.75,7.25,,4.2
52006176,7.6,8,,,,,5,6.5,9,,6.6
52006177,6,7,,,,,4.75,6.75,9.5,,6.6
52006178,6,7,,,,,1.5,6,8.75,,4.2
52006179,9,6.75,7.5,7.75,6.75,,,,,,8
52006180,5.6,6.5,,,,,4.75,7.25,10,,5.8
52006181,7.8,7,7.5,6.25,5.5,,,,,,9
52006182,9,6.75,7.5,8.5,5.25,,,,,,8.2
52006183,7.6,7.25,,,,,3.75,7.5,9,,6.8
52006184,7.6,8.5,,,,,8.25,8.5,9.25,,9.4
52006185,7.8,7.25,7.25,8.5,5.75,,,,,,5.8
52006186,7.6,7.75,,,,,7.25,8.25,9.25,,6
52006188,7.4,7,,,,,5,7,8.75,,8.8
52006189,9,7.75,8.5,8.25,7.5,,,,,,9.2
52006190,8,7,,,,,5,6.5,9.25,,5.8
52006191,7.8,8.75,,,,,7.75,8.75,9.25,,7.8
52006192,7.2,8,,,,,6,8.25,9.5,,7.4
52006193,8.6,7.75,,,,,5.75,8,8.5,,8.2
52006194,8.4,7.83,,,,,6.75,8.25,9.75,,8.2
52006195,4.4,6.5,,,,,3.5,5.5,6.75,,4.8
52006196,8.6,8.25,,,,,8.25,8,9.75,,9
52006197,5.2,7.75,,,,,4,7.75,9,,5.4
52006198,7.6,6.25,6.25,7.5,7.75,,,,,,8
52006199,7.8,8.5,6.5,7.75,6.25,,,,,,8.2
52006200,8.4,7,5.25,7.75,8,,,,,,8.4
52006201,6.4,7.75,,,,,7.25,6.75,7.75,,6.2
52006202,7.6,7.75,6.75,5.75,5.25,,,,,,9.2
52006203,7,7.25,,,,,2.75,6.25,6.75,,5.6
52006204,8.8,5.75,7.75,8,5.5,,,,,,8.2
52006205,8.4,7,7.75,8.5,6.75,,,,,,5.6
52006206,5.8,6.25,,,,,7,7,9,,3.8
52006207,5.8,6.25,,,,,5.5,7.25,9,,4.2
52006208,7.6,6.75,6.25,7,6.5,,,,,,6.2
52006209,6.8,7.5,,,,,4,8.5,9,,4.6
52006210,7.2,7,,,,,6.5,7.75,9.5,,7.2
52006211,8,7.25,7.75,8.25,7.75,,,,,,5
52006212,6.2,6.5,,,,,3.5,6,8.5,,3.2
52006213,8.4,8,6.25,6.25,4.5,,,,,,5.4
52006214,8.4,8.5,6.25,8,8.25,,,,,,8.2
52006215,7.6,7.25,6,5.75,5,,,,,,6.6
52006216,8,7.75,,,,,6.75,7.75,9.75,,7.2
52006217,5.4,7,,,,,6.5,7.75,8.75,,3.6
52006218,9,7.5,,,,,9.5,8.75,9.5,,8.8
52006219,7,7,,,,,3.25,6.75,8.5,,3.6
52006220,6.6,6.75,,,,,4,6,7.25,,6.2
52006221,6.6,7,,,,,9.25,9,9.75,,5
52006222,5.4,7,5,3.5,3.75,,,,,,5.2
52006223,9.2,6.5,7.75,9.25,6.5,,,,,,7.2
52006224,7.2,6.5,5.25,4.25,6.25,,,,,,6.4
52006225,6.2,6,,,,,8,8.5,8.75,,5.4
52006226,9,8.5,,,,,8.25,7.75,10,,9.4
52006227,7.4,8,6.25,6,7,,,,,,9.6
52006228,8.6,6.75,8.5,8.25,4.5,,,,,,8.6
52006229,8.2,7.25,7.25,7.25,7.75,,,,,,8.2
52006230,7.6,8.5,,,,,8.75,8.25,9.75,,8
52006231,4.8,7.5,,,,,4.5,7.25,8.75,,5
52006232,8.6,7,7.75,8.5,5.5,,,,,,5
52006233,5.2,5.75,,,,,3.75,6,8.75,,3.4
52006234,6.6,7.5,6,6.75,5,,,,,,5.8
52006235,4.8,7,,,,,4,5.75,9.5,,1.8
52006236,7.8,6.5,5.75,6.5,3.25,,,,,,3.6
52006237,7.6,8.25,,,,,7.75,8.25,9.25,,8.4
52006238,8.2,8,8.25,7.5,7.5,,,,,,9.2
52006239,6.2,7.5,4.5,7,4.75,,,,,,5.2
52006240,8.2,6.25,7,5.25,3.25,,,,,,9.2
52006241,6.8,8,6.75,6.75,6.5,,,,,,8
52006242,6.2,7.5,,,,,5.25,7.25,8.25,,6
52006243,6.4,6.5,,,,,5,7.75,9,,2.8
52006244,6.4,7,,,,,5.5,6.5,9,,
52006245,7.4,7,7.75,7.75,5,,,,,,7.2
52006246,8.2,7.75,7,7.5,6,,,,,,7
52006247,7,7.5,,,,,4.25,7.75,9,,6.8
52006249,4.4,4.25,,,,,4.25,5.75,5.25,,2.2
52006250,8.2,7.5,5.75,8.25,6.5,,,,,,5
52006251,7.6,6.75,,,,,7.25,7.75,9.75,,7.6
52006252,8.4,8,7.25,8.25,4.25,,,,,,7.6
52006253,8,7.75,7.25,7.75,5,,,,,,8.6
52006254,5.6,6.75,,,,,7,6.5,7.5,,5
52006255,4.6,6,,,,,2.75,6.25,8.75,,4
52006256,8.6,8.5,,,,,8.25,9,9.75,,8.6
52006257,7.2,7,6.25,8.25,5,,,,,,5.2
52006258,6.2,6.5,,,,,2.25,6.25,7.75,,2.2
52006259,7.2,7.75,6.5,7,5,,,,,,8
52006260,8,7.5,6.5,8.5,5.25,,,,,,5.8
52006261,7.6,8,,,,,5.5,8.5,10,,7.8
52006262,8.4,7.75,,,,,4.25,9.5,9.5,,9.8
52006263,8.8,4,8.5,9.5,6.25,,,,,,8.8
52006264,7,7.75,5.5,6.25,5,,,,,,4.8
52006265,8.8,5.75,7.75,8.75,6.5,,,,,,9.6
52006266,7,8.75,,,,,8.5,9,10,,8.8
52006267,6.8,7,,,,,4,5.5,7.5,,4.2
52006269,8.2,6.5,7.25,7.75,6,,,,,,3.6
52006270,7.2,5.75,,,,,4.25,6,6.75,,4
52006271,6.2,7,,,,,5.75,8,9.25,,5.6
52006272,7.6,7.75,,,,,7,9,9.5,,7.6
52006273,8.8,5.5,7.75,8.5,6.25,,,,,,5.4
52006274,8.4,6,6.5,8,4.25,,,,,,4.2
52006275,8.4,6,7.25,8,6.25,,,,,,5.8
52006276,7,6.5,,,,,5,7.25,9,,6.6
52006277,7.4,6.25,7.25,7.75,5.5,,,,,,5
52006278,7.4,6,6.5,7,5.5,,,,,,7.6
52006279,8,6.5,6.25,6.75,4.25,,,,,,6
52006280,8.4,7.25,7.75,7.5,5.5,,,,,,5.2
52006281,7.8,8,,,,,6.75,8.75,9.25,,6.2
52006282,7.4,7.75,6.5,7.25,6.25,,,,,,8.8
52006283,6,6.5,,,,,4.25,7.5,10,,6.8
52006284,8.4,5.75,7.25,8.75,7,,,,,,6.4
52006285,7.8,6,7.5,8,5.25,,,,,,4.8
52006286,8.2,8.25,6.75,7.75,5.25,,,,,,6.2
52006287,7.4,6.25,5,2.75,4.25,,,,,,2.6
52006288,7.6,6.25,6.75,6.75,6.25,,,,,,7.4
52006289,7,6.5,5.75,4.25,6,,,,,,4.8
52006290,6,7.75,6.75,4.25,5,,,,,,5.2
52006291,7,7.75,,,,,7,7.25,9.25,,7.4
52006292,8.4,7.75,,,,,4.75,7.75,9.25,,9.2
52006293,7.8,7.5,5.5,8.25,8,,,,,,7.2
52006294,7.4,7.75,4.5,7,4.5,,,,,,5.6
52006295,7.8,8,6.5,6.75,7.5,,,,,,5.8
52006296,7.2,7.25,,,,,5.5,7.75,8.75,,7.2
52006297,8.6,7.5,5,5.5,6.75,,,,,,7
52006298,7.2,7,8,7.5,5,,,,,,5.6
52006299,7,7,7,5.75,5.5,,,,,,5
52006300,7.4,7.25,5.25,7.5,6.5,,,,,,5.2
52006301,8.2,8,7,6.5,5,,,,,,9
52006302,7.4,7,,,,,3,6,9,,3.6
52006303,6.8,7.25,,,,,4,7.25,8.75,,6.4
52006304,8,6.25,8,8,8,,,,,,9.4
52006305,9.2,6.75,8.25,7.5,7.25,,,,,,8.4
52006306,7.8,8.25,,,,,5.5,6.75,9.5,,4.2
52006307,6.6,7.5,,,,,4.75,5.5,7.5,,6.2
52006308,7.2,8.41,,,,,7.5,8,10,,9.2
52006309,8,7.5,,,,,7.5,7.5,9.25,,7.6
52006310,6.4,7.75,,,,,4.25,8.25,9.25,,8
52006311,6,7.5,,,,,5,6.5,9.25,,4.4
52006312,6,6.5,3.75,6.75,3.5,,,,,,4.6
52006313,7,7.75,6.25,5.75,5,,,,,,4.4
52006314,6,7.5,,,,,4.75,6.25,8.5,,6.8
52006315,7.8,7,,,,,6,7.75,9.25,,8.8
52006316,6.8,7.75,,,,,7.5,8.75,9.75,,6
52006317,8.2,7.25,8,7.75,6.5,,,,,,9.8
52006318,7.2,6.75,,,,,5.75,7,9.25,,7.4
52006319,7,7,,,,,5.25,8,9.75,,8.4
52006320,6.8,8,,,,,4.5,7,9.25,,5.8
52006321,8.8,8.75,,,,,7.25,9.25,9.75,,9.2
52006322,8.4,7.75,7.5,7.75,3.75,,,,,,9.2
52006323,9.2,7.75,8,6.25,4.75,,,,,,9.8
52006324,7.8,7.5,7,4,6,,,,,,7.8
52006325,8.8,6.5,5.25,7.75,8.5,,,,,,6.2
52006326,7.6,8,,,,,7.25,9.5,9.5,,8.4
52006327,8.6,8.25,,,,,9.25,9,10,,8.6
52006328,6.4,8.25,,,,,8,8,9.25,,7.2
52006329,6.8,6,,,,,4.75,7,8.5,,9.6
52006330,8.6,7.75,7.75,8.75,5.5,,,,,,4.8
52006331,7.2,6,5.75,8.75,3.75,,,,,,4.6
52006332,8.6,5.75,6.75,5.25,4.75,,,,,,9.2
52006333,9.2,6,7,8.5,9,,,,,,7.2
52006334,7.6,8,,,,,7.75,8.5,8.75,,9.8
52006335,7.8,7,7.25,7,5.75,,,,,,4.8
52006336,8.8,7.5,8.75,8,6.75,,,,,,8.6
52006337,8.4,7.75,8,5.5,5.5,,,,,,9.2
52006338,7.6,7.25,5.5,7.25,6,,,,,,6.6
52006339,7.6,5.5,,,,,5.5,8.25,8.5,,5.2
52006340,8,7.25,6.5,5.5,6.25,,,,,,9.4
52006341,6.6,7,3.75,5,4.25,,,,,,3.4
52006342,6.4,6,,,,,4,7.75,9,,3.4
52006343,6.6,6.75,,,,,5,7.25,9.5,,5.6
52006344,5,4.75,4.5,3.25,5.25,,,,,,4
52006345,7.2,5.25,6.5,7.5,7.25,,,,,,4.8
52006346,7.2,6,7,6.5,4.5,,,,,,3.6
52006347,9.6,7,7.75,8.5,8.5,,,,,,9
52006348,8.2,7.25,8.25,5,6,,,,,,8.4
52006349,8,8.25,,,,,8.25,8,9.25,,8.6
52006350,5.8,7.25,6.25,6.75,5,,,,,,6.8
52006351,8.4,5.75,6.25,6.75,5,,,,,,5.4
52006352,7,7.75,6,7.25,7,,,,,,6.4
52006353,7.4,6.5,7.75,6.5,5.25,,,,,,6.2
52006354,6.6,6.5,6.5,6.75,6,,,,,,8
52006355,6.4,4.75,6.5,6,4.75,,,,,,4.8
52006356,7,6,,,,,5,7,9.5,,3.6
52006357,5,5.75,,,,,6.75,6.75,9,,2.8
52006358,7.4,8,,,,,5.25,7.5,9.5,,6.2
52006359,8.4,8.75,,,,,5,8,9.25,,8.8
52006360,7.6,7,,,,,3.75,7,9,,2.6
52006361,8.2,7,7.5,8,8,,,,,,5.2
52006362,7.4,6.75,6.5,7.5,6,,,,,,6.2
52006363,7.6,6.5,8,7.25,5,,,,,,3.8
52006364,8.4,5,8.25,8.25,8.25,,,,,,8.4
52006365,6.4,7.5,6.75,6,4.75,,,,,,3.6
52006366,8.2,6.5,7.5,7,6.25,,,,,,4
52006367,8.4,5,8.25,8.25,6.75,,,,,,8.2
52006368,7.2,6.5,6.25,6.75,7,,,,,,8.6
52006369,8,6.75,7.25,7.25,5.5,,,,,,6.6
